title,author,journal,issn,volume,pages,date,display_date,doi,citations,year
Encoding and retrieval eye movements mediate age differences in pattern completion,Wynn J.S.,Cognition,00100277,214,NA,2021-09-01,September 2021,10.1016/j.cognition.2021.104746,5,2021
Duration sensitivity of key moments,Weingarten E.,Cognition,00100277,214,NA,2021-09-01,September 2021,10.1016/j.cognition.2021.104750,1,2021
"Impact of processing demands at encoding, maintenance and retrieval in visual working memory",Tabi Y.A.,Cognition,00100277,214,NA,2021-09-01,September 2021,10.1016/j.cognition.2021.104758,9,2021
The physical basis of conceptual representation – An addendum to Gallistel (2020),Prasada S.,Cognition,00100277,214,NA,2021-09-01,September 2021,10.1016/j.cognition.2021.104751,8,2021
Neural substrates involved in the cognitive information processing in teleost fish,Calvo R.,Animal Cognition,14359448,24,923-946,2021-09-01,September 2021,10.1007/s10071-021-01514-3,18,2021
"Free-recall benefit, inhomogeneity and between-item interference in working memory",Hao Y.,Cognition,00100277,214,NA,2021-09-01,September 2021,10.1016/j.cognition.2021.104739,6,2021
Performance of Asian elephants (Elephas maximus) on a quantity discrimination task is similar to that of African savanna elephants (Loxodonta africana),Snyder R.J.,Animal Cognition,14359448,24,1121-1131,2021-09-01,September 2021,10.1007/s10071-021-01504-5,6,2021
Noncompliance with Masking as a Coalitional Signal to US Conservatives in a Pandemic,Boykin K.,Evolutionary Psychological Science,NA,7,232-238,2021-09-01,September 2021,10.1007/s40806-021-00277-x,14,2021
A review of the unsolvable task in dog communication and cognition: comparing different methodologies,Mendes J.W.W.,Animal Cognition,14359448,24,907-922,2021-09-01,September 2021,10.1007/s10071-021-01501-8,20,2021
Do BMI and Sex Hormones Influence Visual Attention to Food Stimuli in Women? Tracking Eye Movements Across the Menstrual Cycle,Garza R.,Evolutionary Psychological Science,NA,7,304-314,2021-09-01,September 2021,10.1007/s40806-020-00273-7,1,2021
2D or not 2D? An fMRI study of how dogs visually process objects,Prichard A.,Animal Cognition,14359448,24,1143-1151,2021-09-01,September 2021,10.1007/s10071-021-01506-3,7,2021
"Syntactic position, qualitative features and extended demonstrative functions: Dagaare distal demonstratives nὲ and lὲ in interactional discourse",Mwinlaaru I.N.,Journal of Pragmatics,03782166,182,265-292,2021-09-01,September 2021,10.1016/j.pragma.2021.01.033,5,2021
Who Will Influence Memories of Listeners: Evidence From Socially Shared Retrieval-Induced Forgetting,Mao W.,Journal of Applied Research in Memory and Cognition,22113681,10,458-466,2021-09-01,September 2021,10.1016/j.jarmac.2021.01.005,5,2021
An Earlier Role for Intent in Children’s Partner Choice Versus Punishment,Martin J.W.,Journal of Experimental Psychology: General,00963445,151,597-612,2021-08-30,30 August 2021,10.1037/xge0001093,8,2021
Unconscious Pupillometry: An Effect of “Attentional Contagion” in the Absence of Visual Awareness,Colombatto C.,Journal of Experimental Psychology: General,00963445,151,302-308,2021-08-26,26 August 2021,10.1037/xge0000927,3,2021
The role of working memory capacity in interpreting performance An exploratory study with student interpreters,Bae M.,"Translation, Cognition and Behavior",25425277,4,26-46,2021-08-18,18 August 2021,10.1075/tcb.00050.bae,7,2021
Translator autonomy in the age of behavioural data,Vieira L.N.,"Translation, Cognition and Behavior",25425277,4,126-149,2021-08-18,18 August 2021,10.1075/tcb.00052.nun,7,2021
Auditory and Visual Category Learning in Musicians and Nonmusicians,Roark C.L.,Journal of Experimental Psychology: General,00963445,151,739-748,2021-08-02,2 August 2021,10.1037/xge0001088,6,2021
Decomposing the Motivation to Exert Mental Effort,Shenhav A.,Current Directions in Psychological Science,09637214,30,307-314,2021-08-01,August 2021,10.1177/09637214211009510,43,2021
Looking behind: Turning cards in the selection task,Nickerson R.S.,Quarterly journal of experimental psychology (2006),NA,74,1451-1464,2021-08-01,1 August 2021,10.1177/17470218211001293,2,2021
The Attitude–Behavior Relationship Revisited,Bechler C.J.,Psychological Science,09567976,32,1285-1297,2021-08-01,August 2021,10.1177/0956797621995206,46,2021
What Is Time Good for in Working Memory?,Mızrak E.,Psychological Science,09567976,32,1325-1337,2021-08-01,August 2021,10.1177/0956797621996659,21,2021
Self-Control at 220 Miles per Hour: Steering and Braking to Achieve Optimal Outcomes During Adolescence,Vohs K.D.,Current Directions in Psychological Science,09637214,30,351-357,2021-08-01,August 2021,10.1177/09637214211014509,16,2021
The Profound Heterogeneity of Substance Use Disorders: Implications for Treatment Development,Carroll K.M.,Current Directions in Psychological Science,09637214,30,358-364,2021-08-01,August 2021,10.1177/09637214211026984,26,2021
The Vicious Cycle Linking Stereotypes and Social Roles,Eagly A.H.,Current Directions in Psychological Science,09637214,30,343-350,2021-08-01,August 2021,10.1177/09637214211013775,80,2021
Looking for Semantic Similarity: What a Vector-Space Model of Semantics Can Tell Us About Attention in Real-World Scenes,Hayes T.R.,Psychological Science,09567976,32,1262-1270,2021-08-01,August 2021,10.1177/0956797621994768,27,2021
The Experience of Empathy in Everyday Life,Depow G.J.,Psychological Science,09567976,32,1198-1213,2021-08-01,August 2021,10.1177/0956797621995202,87,2021
Comparing person and people perception: Multiple group members do not increase stereotype priming,Persson L.M.,Quarterly Journal of Experimental Psychology,17470218,74,1418-1431,2021-08-01,August 2021,10.1177/17470218211012852,5,2021
Prosodic modulation as a mark to express pragmatic values: The case of mitigation in Spanish,Cabedo Nebot A.,Journal of Pragmatics,03782166,181,196-208,2021-08-01,August 2021,10.1016/j.pragma.2021.05.028,5,2021
Beyond Stereotypes: Using Socioemotional Selectivity Theory to Improve Messaging to Older Adults,Carstensen L.L.,Current Directions in Psychological Science,09637214,30,327-334,2021-08-01,August 2021,10.1177/09637214211011468,37,2021
Exploring patterns of ongoing thought under naturalistic and conventional task-based conditions,Konu D.,Consciousness and Cognition,10538100,93,NA,2021-08-01,August 2021,10.1016/j.concog.2021.103139,28,2021
Mindfulness and Motivation: A Process View Using Self-Determination Theory,Ryan R.M.,Current Directions in Psychological Science,09637214,30,300-306,2021-08-01,August 2021,10.1177/09637214211009511,58,2021
How Cognition came into being,Bever T.G.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2021.104761,2,2021
The interpretation of plural mass nouns in Greek,Tsiakmakis E.,Journal of Pragmatics,03782166,181,209-226,2021-08-01,August 2021,10.1016/j.pragma.2021.05.017,1,2021
Asking more than one question in one turn in oral examinations and its impact on examination quality,Skovholt K.,Journal of Pragmatics,03782166,181,100-119,2021-08-01,August 2021,10.1016/j.pragma.2021.05.020,13,2021
Interpreters as laminated speakers: Gaze and gesture as interpersonal deixis in consecutive dialogue interpreting,Vranjes J.,Journal of Pragmatics,03782166,181,83-99,2021-08-01,August 2021,10.1016/j.pragma.2021.05.008,16,2021
Non-propositional effects in verbal communication: The case of metaphor,Ifantidou E.,Journal of Pragmatics,03782166,181,6-16,2021-08-01,August 2021,10.1016/j.pragma.2021.05.009,8,2021
Establishing jointness in proximal multiparty decision-making: The case of collaborative writing,Magnusson S.,Journal of Pragmatics,03782166,181,32-48,2021-08-01,August 2021,10.1016/j.pragma.2021.05.003,10,2021
Individual differences in task-unrelated thought in university classrooms,Kane M.J.,Memory and Cognition,0090502X,49,1247-1266,2021-08-01,August 2021,10.3758/s13421-021-01156-3,19,2021
A distributional perspective on the gavagai problem in early word learning,Aslin R.N.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2021.104680,0,2021
The item/order account of word frequency effects: Evidence from serial order tests,Neath I.,Memory and Cognition,0090502X,49,1188-1203,2021-08-01,August 2021,10.3758/s13421-021-01144-7,7,2021
Distributional learning of speech sound categories is gated by sensitive periods,Reh R.K.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2021.104653,18,2021
The ontogeny of early language discrimination: Beyond rhythm,Zacharaki K.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2021.104628,9,2021
Sensitive periods for social development: Interactions between predisposed and learned mechanisms,Rosa-Salva O.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2020.104552,38,2021
Infancy studies come of age: Jacques Mehler's influence on the importance of perinatal experience for early language learning,Panneton R.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2020.104543,2,2021
Jacques Mehler's early psycholinguistic days in Paris,Frauenfelder U.H.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2020.104483,1,2021
"Variation in phonological bias: Bias for vowels, rather than consonants or tones in lexical processing by Cantonese-learning toddlers",Chen H.,Cognition,00100277,213,NA,2021-08-01,August 2021,10.1016/j.cognition.2020.104486,12,2021
Investigating voice in action teams: a critical review,Krenz H.L.,"Cognition, Technology and Work",14355558,23,605-624,2021-08-01,August 2021,10.1007/s10111-020-00646-9,11,2021
The effect of second-language orthographic input on the phonological encoding of Mandarin words,Hao Y.C.,Applied Psycholinguistics,01427164,42,887-906,2021-07-01,July 2021,10.1017/S0142716421000114,3,2021
Notes on variational metapragmatics,Schneider K.P.,Journal of Pragmatics,03782166,179,12-18,2021-07-01,July 2021,10.1016/j.pragma.2021.04.023,6,2021
Processing focus in native and non-native speakers of English: An eye-tracking study in the visual world paradigm,Ge H.,Applied Psycholinguistics,01427164,42,1057-1088,2021-07-01,July 2021,10.1017/S0142716421000230,4,2021
Microvariation in the division of labor between null- And overt-subject pronouns- And case of Italian and Spanish,Contemori C.,Applied Psycholinguistics,01427164,42,997-1028,2021-07-01,July 2021,10.1017/S0142716421000199,12,2021
Beyond the Shape of Things: Infants Can Be Taught to Generalize Nouns by Objects’ Functions,Zuniga-Montanez C.,Psychological Science,09567976,32,1073-1085,2021-07-01,July 2021,10.1177/0956797621993107,9,2021
Presupposing indefinite descriptions<sup>☆</sup>,Lombardi Vallauri E.,Journal of Pragmatics,03782166,180,173-186,2021-07-01,July 2021,10.1016/j.pragma.2021.04.028,3,2021
Causal judgments about atypical actions are influenced by agents' epistemic states,Kirfel L.,Cognition,00100277,212,NA,2021-07-01,July 2021,10.1016/j.cognition.2021.104721,28,2021
Popular digital knowledge dissemination platforms: Evaluating the pragmatic professional credibility from Wikipedia to Academia.edu and ResearchGate,Schmied J.,Journal of Pragmatics,03782166,180,187-202,2021-07-01,July 2021,10.1016/j.pragma.2021.04.027,6,2021
Interaction Ritual and (Im)Politeness,Kádár D.Z.,Journal of Pragmatics,03782166,179,54-60,2021-07-01,July 2021,10.1016/j.pragma.2021.04.021,8,2021
"Microaggression or misunderstanding? Implicatures, inferences and accountability",Elder C.H.,Journal of Pragmatics,03782166,179,37-43,2021-07-01,July 2021,10.1016/j.pragma.2021.04.020,11,2021
Confessions of lockdown breaches. Problematising morality during the Covid-19 pandemic,Márquez Reiter R.,Journal of Pragmatics,03782166,179,61-69,2021-07-01,July 2021,10.1016/j.pragma.2021.04.022,7,2021
Toward a pragmatics of relating in conversational interaction,Arundale R.B.,Journal of Pragmatics,03782166,179,19-25,2021-07-01,July 2021,10.1016/j.pragma.2021.04.018,3,2021
Business responses to positive reviews online: Face-work on TripAdvisor,Cenni I.,Journal of Pragmatics,03782166,180,38-50,2021-07-01,July 2021,10.1016/j.pragma.2021.04.008,18,2021
Young Greek Cypriot and Norwegian EFL learners: Pragmalinguistic development in request production,Savić M.,Journal of Pragmatics,03782166,180,15-34,2021-07-01,July 2021,10.1016/j.pragma.2021.04.006,21,2021
"The roles of morphology, phonology, and prosody in reading and spelling multisyllabic words",Enderby J.L.,Applied Psycholinguistics,01427164,42,865-885,2021-07-01,July 2021,10.1017/S0142716421000096,14,2021
Three-year-olds' comprehension of contrastive and descriptive adjectives: Evidence for contrastive inference,Davies C.,Cognition,00100277,212,NA,2021-07-01,July 2021,10.1016/j.cognition.2021.104707,8,2021
"Formulating WH-questions in Korean adult-child conversation: ‘Subject’, ‘topic’, and ‘zero’ particle as interactional resources",Kwon H.J.,Journal of Pragmatics,03782166,180,153-172,2021-07-01,July 2021,10.1016/j.pragma.2021.04.026,4,2021
Repeated application of the covert shift of attention task improves endogenous but not exogenous attention in patients with unilateral visuospatial inattention,Turgut N.,Brain and Cognition,02782626,151,NA,2021-07-01,July 2021,10.1016/j.bandc.2021.105732,7,2021
Meeting another's gaze shortens subjective time by capturing attention,Burra N.,Cognition,00100277,212,NA,2021-07-01,July 2021,10.1016/j.cognition.2021.104734,10,2021
Nonverbal Synchrony and the Alliance in Psychotherapy for Major Depression: Disentangling State-Like and Trait-Like Effects,Cohen K.,Clinical Psychological Science,21677026,9,634-648,2021-07-01,July 2021,10.1177/2167702620985294,29,2021
"Familiarity, consistency, and systematizing in morphology",Schumacher R.A.,Cognition,00100277,212,NA,2021-07-01,July 2021,10.1016/j.cognition.2020.104512,4,2021
Pitch accents create dissociable syntactic and semantic expectations during sentence processing,van der Burght C.L.,Cognition,00100277,212,NA,2021-07-01,July 2021,10.1016/j.cognition.2021.104702,6,2021
Do you hear what I hear? Perceived narrative constitutes a semantic dimension for music,McAuley J.D.,Cognition,00100277,212,NA,2021-07-01,July 2021,10.1016/j.cognition.2021.104712,23,2021
Motivations for Emotions in Bipolar Disorder,Millgram Y.,Clinical Psychological Science,21677026,9,666-685,2021-07-01,July 2021,10.1177/2167702620979583,1,2021
